101 findings in prompts.md

vendor/ImHex-Patterns/README.md:289:1 error MD060/table-column-style Table column style [Table pipe is missing space to the right for style "compact"]

vendor/ImHex-Patterns/README.md:289:8 error MD060/table-column-style Table column style [Table pipe is missing space to the right for style "compact"]

vendor/ImHex-Patterns/README.md:289:15 error MD060/table-column-style Table column style [Table pipe is missing space to the right for style "compact"]

vendor/ImHex-Patterns/README.md:317:163 error MD060/table-column-style Table column style [Table pipe has extra space to the left for style "compact"]

vendor/ImHex-Patterns/README.md:318:163 error MD060/table-column-style Table column style [Table pipe has extra space to the left for style "compact"]

vendor/ImHex-Patterns/README.md:330:17 error MD060/table-column-style Table column style [Table pipe does not align with header for style "aligned"]

vendor/ImHex-Patterns/README.md:330:66 error MD060/table-column-style Table column style [Table pipe does not align with header for style "aligned"]

vendor/ImHex-Patterns/README.md:330:115 error MD060/table-column-style Table column style [Table pipe does not align with header for style "aligned"]

vendor/ImHex-Patterns/README.md:331:14 error MD060/table-column-style Table column style [Table pipe does not align with header for style "aligned"]

vendor/ImHex-Patterns/README.md:331:57 error MD060/table-column-style Table column style [Table pipe does not align with header for style "aligned"]

vendor/ImHex-Patterns/README.md:331:97 error MD060/table-column-style Table column style [Table pipe does not align with header for style "aligned"]

vendor/ImHex-Patterns/README.md:336:8 error MD060/table-column-style Table column style [Table pipe is missing space to the left for style "compact"]

vendor/ImHex-Patterns/README.md:336:15 error MD060/table-column-style Table column style [Table pipe is missing space to the left for style "compact"]

vendor/ImHex-Patterns/README.md:336:29 error MD060/table-column-style Table column style [Table pipe is missing space to the left for style "compact"]

vendor/ImHex-Patterns/README.md:336:1 error MD060/table-column-style Table column style [Table pipe is missing space to the right for style "compact"]

vendor/ImHex-Patterns/README.md:336:8 error MD060/table-column-style Table column style [Table pipe is missing space to the right for style "compact"]

