101 findings in prompts.md

CHANGELOG.md:26:81 error MD013/line-length Line length [Expected: 80; Actual: 95]

CHANGELOG.md:94:81 error MD013/line-length Line length [Expected: 80; Actual: 513]

CHANGELOG.md:95:81 error MD013/line-length Line length [Expected: 80; Actual: 647]

CHANGELOG.md:97:81 error MD013/line-length Line length [Expected: 80; Actual: 167]

CHANGELOG.md:98:81 error MD013/line-length Line length [Expected: 80; Actual: 180]

CHANGELOG.md:99:81 error MD013/line-length Line length [Expected: 80; Actual: 162]

CHANGELOG.md:100:81 error MD013/line-length Line length [Expected: 80; Actual: 151]

CHANGELOG.md:102:81 error MD013/line-length Line length [Expected: 80; Actual: 151]

CHANGELOG.md:103:81 error MD013/line-length Line length [Expected: 80; Actual: 163]

CHANGELOG.md:104:81 error MD013/line-length Line length [Expected: 80; Actual: 115]

CHANGELOG.md:105:81 error MD013/line-length Line length [Expected: 80; Actual: 129]

CHANGELOG.md:107:81 error MD013/line-length Line length [Expected: 80; Actual: 149]

CHANGELOG.md:108:81 error MD013/line-length Line length [Expected: 80; Actual: 129]

CHANGELOG.md:109:81 error MD013/line-length Line length [Expected: 80; Actual: 159]

CHANGELOG.md:110:81 error MD013/line-length Line length [Expected: 80; Actual: 147]

CHANGELOG.md:112:81 error MD013/line-length Line length [Expected: 80; Actual: 169]

CHANGELOG.md:113:81 error MD013/line-length Line length [Expected: 80; Actual: 151]

CHANGELOG.md:114:81 error MD013/line-length Line length [Expected: 80; Actual: 116]

CHANGELOG.md:116:81 error MD013/line-length Line length [Expected: 80; Actual: 160]

CHANGELOG.md:117:81 error MD013/line-length Line length [Expected: 80; Actual: 148]

CHANGELOG.md:118:81 error MD013/line-length Line length [Expected: 80; Actual: 137]

CHANGELOG.md:119:81 error MD013/line-length Line length [Expected: 80; Actual: 135]

CHANGELOG.md:121:81 error MD013/line-length Line length [Expected: 80; Actual: 146]

CHANGELOG.md:122:81 error MD013/line-length Line length [Expected: 80; Actual: 171]

CHANGELOG.md:123:81 error MD013/line-length Line length [Expected: 80; Actual: 100]

CHANGELOG.md:125:81 error MD013/line-length Line length [Expected: 80; Actual: 91]

CHANGELOG.md:139:81 error MD013/line-length Line length [Expected: 80; Actual: 105]

CHANGELOG.md:146:81 error MD013/line-length Line length [Expected: 80; Actual: 250]

CHANGELOG.md:148:81 error MD013/line-length Line length [Expected: 80; Actual: 107]

CHANGELOG.md:149:81 error MD013/line-length Line length [Expected: 80; Actual: 110]

CHANGELOG.md:150:81 error MD013/line-length Line length [Expected: 80; Actual: 98]

CHANGELOG.md:151:81 error MD013/line-length Line length [Expected: 80; Actual: 94]

CHANGELOG.md:152:81 error MD013/line-length Line length [Expected: 80; Actual: 112]

CHANGELOG.md:189:81 error MD013/line-length Line length [Expected: 80; Actual: 271]

CHANGELOG.md:197:81 error MD013/line-length Line length [Expected: 80; Actual: 244]

CHANGELOG.md:202:81 error MD013/line-length Line length [Expected: 80; Actual: 94]

CHANGELOG.md:205:81 error MD013/line-length Line length [Expected: 80; Actual: 226]

CHANGELOG.md:210:81 error MD013/line-length Line length [Expected: 80; Actual: 277]

CHANGELOG.md:211:81 error MD013/line-length Line length [Expected: 80; Actual: 119]

CHANGELOG.md:212:81 error MD013/line-length Line length [Expected: 80; Actual: 132]

CHANGELOG.md:214:81 error MD013/line-length Line length [Expected: 80; Actual: 107]

CHANGELOG.md:216:81 error MD013/line-length Line length [Expected: 80; Actual: 101]

CHANGELOG.md:224:81 error MD013/line-length Line length [Expected: 80; Actual: 117]

CHANGELOG.md:237:81 error MD013/line-length Line length [Expected: 80; Actual: 98]

CHANGELOG.md:293:81 error MD013/line-length Line length [Expected: 80; Actual: 157]

CHANGELOG.md:295:81 error MD013/line-length Line length [Expected: 80; Actual: 152]

CHANGELOG.md:297:81 error MD013/line-length Line length [Expected: 80; Actual: 101]

CHANGELOG.md:299:81 error MD013/line-length Line length [Expected: 80; Actual: 92]

CHANGELOG.md:305:81 error MD013/line-length Line length [Expected: 80; Actual: 127]

CHANGELOG.md:307:81 error MD013/line-length Line length [Expected: 80; Actual: 148]

CHANGELOG.md:309:81 error MD013/line-length Line length [Expected: 80; Actual: 98]

CHANGELOG.md:311:81 error MD013/line-length Line length [Expected: 80; Actual: 111]

CHANGELOG.md:313:81 error MD013/line-length Line length [Expected: 80; Actual: 97]

CHANGELOG.md:315:81 error MD013/line-length Line length [Expected: 80; Actual: 97]

CHANGELOG.md:319:81 error MD013/line-length Line length [Expected: 80; Actual: 99]

CHANGELOG.md:321:81 error MD013/line-length Line length [Expected: 80; Actual: 100]

CHANGELOG.md:323:81 error MD013/line-length Line length [Expected: 80; Actual: 102]

CHANGELOG.md:327:81 error MD013/line-length Line length [Expected: 80; Actual: 115]

CHANGELOG.md:331:81 error MD013/line-length Line length [Expected: 80; Actual: 101]

CHANGELOG.md:335:81 error MD013/line-length Line length [Expected: 80; Actual: 116]

CHANGELOG.md:337:81 error MD013/line-length Line length [Expected: 80; Actual: 132]

CHANGELOG.md:339:81 error MD013/line-length Line length [Expected: 80; Actual: 108]

CHANGELOG.md:341:81 error MD013/line-length Line length [Expected: 80; Actual: 94]

CHANGELOG.md:363:81 error MD013/line-length Line length [Expected: 80; Actual: 103]

CHANGELOG.md:389:81 error MD013/line-length Line length [Expected: 80; Actual: 108]

CHANGELOG.md:401:81 error MD013/line-length Line length [Expected: 80; Actual: 113]

CHANGELOG.md:425:81 error MD013/line-length Line length [Expected: 80; Actual: 124]

CHANGELOG.md:427:81 error MD013/line-length Line length [Expected: 80; Actual: 102]

CHANGELOG.md:429:81 error MD013/line-length Line length [Expected: 80; Actual: 95]

CHANGELOG.md:474:81 error MD013/line-length Line length [Expected: 80; Actual: 94]

CHANGELOG.md:506:81 error MD013/line-length Line length [Expected: 80; Actual: 94]

CHANGELOG.md:514:81 error MD013/line-length Line length [Expected: 80; Actual: 159]

CHANGELOG.md:585:81 error MD013/line-length Line length [Expected: 80; Actual: 103]

CHANGELOG.md:587:81 error MD013/line-length Line length [Expected: 80; Actual: 114]

CHANGELOG.md:695:81 error MD013/line-length Line length [Expected: 80; Actual: 92]

CHANGELOG.md:718:81 error MD013/line-length Line length [Expected: 80; Actual: 234]

CHANGELOG.md:720:81 error MD013/line-length Line length [Expected: 80; Actual: 100]

CHANGELOG.md:728:81 error MD013/line-length Line length [Expected: 80; Actual: 222]

CHANGELOG.md:729:81 error MD013/line-length Line length [Expected: 80; Actual: 91]


36 findings in remediation-audit-results.md

remediation-audit-results.md:3:81 error MD013/line-length Line length [Expected: 80; Actual: 155]

remediation-audit-results.md:7 error MD001/heading-increment Heading levels should only increment by one level at a time [Expected: h2; Actual: h3]

remediation-audit-results.md:9:81 error MD013/line-length Line length [Expected: 80; Actual: 273]

remediation-audit-results.md:10:81 error MD013/line-length Line length [Expected: 80; Actual: 96]

remediation-audit-results.md:11:81 error MD013/line-length Line length [Expected: 80; Actual: 190]

remediation-audit-results.md:12:81 error MD013/line-length Line length [Expected: 80; Actual: 148]

remediation-audit-results.md:16:81 error MD013/line-length Line length [Expected: 80; Actual: 186]

remediation-audit-results.md:17:81 error MD013/line-length Line length [Expected: 80; Actual: 154]

remediation-audit-results.md:18:81 error MD013/line-length Line length [Expected: 80; Actual: 169]

remediation-audit-results.md:19:81 error MD013/line-length Line length [Expected: 80; Actual: 569]

remediation-audit-results.md:20:81 error MD013/line-length Line length [Expected: 80; Actual: 216]

remediation-audit-results.md:21:81 error MD013/line-length Line length [Expected: 80; Actual: 209]

remediation-audit-results.md:22:81 error MD013/line-length Line length [Expected: 80; Actual: 317]

remediation-audit-results.md:23:81 error MD013/line-length Line length [Expected: 80; Actual: 322]

remediation-audit-results.md:24:81 error MD013/line-length Line length [Expected: 80; Actual: 209]

remediation-audit-results.md:25:81 error MD013/line-length Line length [Expected: 80; Actual: 323]

remediation-audit-results.md:26:81 error MD013/line-length Line length [Expected: 80; Actual: 342]

remediation-audit-results.md:27:81 error MD013/line-length Line length [Expected: 80; Actual: 354]

remediation-audit-results.md:28:81 error MD013/line-length Line length [Expected: 80; Actual: 335]

remediation-audit-results.md:29:81 error MD013/line-length Line length [Expected: 80; Actual: 261]

remediation-audit-results.md:30:81 error MD013/line-length Line length [Expected: 80; Actual: 352]

remediation-audit-results.md:34:81 error MD013/line-length Line length [Expected: 80; Actual: 155]

remediation-audit-results.md:35:81 error MD013/line-length Line length [Expected: 80; Actual: 166]

remediation-audit-results.md:36:81 error MD013/line-length Line length [Expected: 80; Actual: 124]

remediation-audit-results.md:38:81 error MD013/line-length Line length [Expected: 80; Actual: 136]

remediation-audit-results.md:39:81 error MD013/line-length Line length [Expected: 80; Actual: 155]

remediation-audit-results.md:40:81 error MD013/line-length Line length [Expected: 80; Actual: 147]

remediation-audit-results.md:41:81 error MD013/line-length Line length [Expected: 80; Actual: 131]

remediation-audit-results.md:42:81 error MD013/line-length Line length [Expected: 80; Actual: 108]

remediation-audit-results.md:43:81 error MD013/line-length Line length [Expected: 80; Actual: 379]

remediation-audit-results.md:44:81 error MD013/line-length Line length [Expected: 80; Actual: 276]

remediation-audit-results.md:45:81 error MD013/line-length Line length [Expected: 80; Actual: 160]

remediation-audit-results.md:46:81 error MD013/line-length Line length [Expected: 80; Actual: 139]

remediation-audit-results.md:47:81 error MD013/line-length Line length [Expected: 80; Actual: 115]

remediation-audit-results.md:48:81 error MD013/line-length Line length [Expected: 80; Actual: 161]

remediation-audit-results.md:49:81 error MD013/line-length Line length [Expected: 80; Actual: 169]


30 findings in GEMINI.md

GEMINI.md:1:81 error MD013/line-length Line length [Expected: 80; Actual: 158]

GEMINI.md:1 error MD041/first-line-heading/first-line-h1 First line in a file should be a top-level heading [Context: "This document provides an over..."]

GEMINI.md:5:81 error MD013/line-length Line length [Expected: 80; Actual: 296]

GEMINI.md:11:81 error MD013/line-length Line length [Expected: 80; Actual: 109]

GEMINI.md:12:81 error MD013/line-length Line length [Expected: 80; Actual: 111]

GEMINI.md:13:81 error MD013/line-length Line length [Expected: 80; Actual: 91]

GEMINI.md:18:81 error MD013/line-length Line length [Expected: 80; Actual: 93]

GEMINI.md:19:81 error MD013/line-length Line length [Expected: 80; Actual: 101]

GEMINI.md:20:81 error MD013/line-length Line length [Expected: 80; Actual: 96]

GEMINI.md:21:81 error MD013/line-length Line length [Expected: 80; Actual: 98]

GEMINI.md:23:81 error MD013/line-length Line length [Expected: 80; Actual: 225]

GEMINI.md:29:81 error MD013/line-length Line length [Expected: 80; Actual: 221]

GEMINI.md:30:81 error MD013/line-length Line length [Expected: 80; Actual: 99]

GEMINI.md:31:81 error MD013/line-length Line length [Expected: 80; Actual: 96]

GEMINI.md:32:81 error MD013/line-length Line length [Expected: 80; Actual: 102]

GEMINI.md:34:81 error MD013/line-length Line length [Expected: 80; Actual: 347]

GEMINI.md:36:81 error MD013/line-length Line length [Expected: 80; Actual: 220]

GEMINI.md:40:1 error MD033/no-inline-html Inline HTML [Element: system-reminder]

GEMINI.md:41:81 error MD013/line-length Line length [Expected: 80; Actual: 211]

GEMINI.md:42:81 error MD013/line-length Line length [Expected: 80; Actual: 192]

GEMINI.md:43:81 error MD013/line-length Line length [Expected: 80; Actual: 191]

GEMINI.md:45:81 error MD013/line-length Line length [Expected: 80; Actual: 164]

GEMINI.md:48:81 error MD013/line-length Line length [Expected: 80; Actual: 722]

GEMINI.md:87:81 error MD013/line-length Line length [Expected: 80; Actual: 91]

GEMINI.md:92:81 error MD013/line-length Line length [Expected: 80; Actual: 94]

GEMINI.md:95:81 error MD013/line-length Line length [Expected: 80; Actual: 91]

GEMINI.md:96:81 error MD013/line-length Line length [Expected: 80; Actual: 102]

GEMINI.md:119:81 error MD013/line-length Line length [Expected: 80; Actual: 90]

GEMINI.md:127:81 error MD013/line-length Line length [Expected: 80; Actual: 94]

GEMINI.md:133:81 error MD013/line-length Line length [Expected: 80; Actual: 92]


15 findings in README.md

README.md:3:81 error MD013/line-length Line length [Expected: 80; Actual: 179]

README.md:11:81 error MD013/line-length Line length [Expected: 80; Actual: 267]

README.md:15:81 error MD013/line-length Line length [Expected: 80; Actual: 161]

README.md:16:81 error MD013/line-length Line length [Expected: 80; Actual: 128]

README.md:17:81 error MD013/line-length Line length [Expected: 80; Actual: 123]

README.md:18:81 error MD013/line-length Line length [Expected: 80; Actual: 104]

README.md:19:81 error MD013/line-length Line length [Expected: 80; Actual: 107]

README.md:26:81 error MD013/line-length Line length [Expected: 80; Actual: 141]

README.md:27:81 error MD013/line-length Line length [Expected: 80; Actual: 128]

README.md:28:81 error MD013/line-length Line length [Expected: 80; Actual: 151]

README.md:37:81 error MD013/line-length Line length [Expected: 80; Actual: 101]

README.md:38:81 error MD013/line-length Line length [Expected: 80; Actual: 103]

README.md:119 error MD040/fenced-code-language Fenced code blocks should have a language specified [Context: "```"]

README.md:137:81 error MD013/line-length Line length [Expected: 80; Actual: 119]

README.md:150:81 error MD013/line-length Line length [Expected: 80; Actual: 349]


11 findings in vendor/PatternLanguage/fuzz/README.md

vendor/PatternLanguage/fuzz/README.md:1 error MD041/first-line-heading/first-line-h1 First line in a file should be a top-level heading [Context: "## Pattern Language Fuzzing"]

vendor/PatternLanguage/fuzz/README.md:3:81 error MD013/line-length Line length [Expected: 80; Actual: 98]

vendor/PatternLanguage/fuzz/README.md:7:81 error MD013/line-length Line length [Expected: 80; Actual: 112]

vendor/PatternLanguage/fuzz/README.md:8:81 error MD013/line-length Line length [Expected: 80; Actual: 93]

vendor/PatternLanguage/fuzz/README.md:9:81 error MD013/line-length Line length [Expected: 80; Actual: 108]

vendor/PatternLanguage/fuzz/README.md:14:81 error MD013/line-length Line length [Expected: 80; Actual: 118]

vendor/PatternLanguage/fuzz/README.md:30:81 error MD013/line-length Line length [Expected: 80; Actual: 108]

vendor/PatternLanguage/fuzz/README.md:38:81 error MD013/line-length Line length [Expected: 80; Actual: 116]

vendor/PatternLanguage/fuzz/README.md:42:81 error MD013/line-length Line length [Expected: 80; Actual: 91]

vendor/PatternLanguage/fuzz/README.md:46:81 error MD013/line-length Line length [Expected: 80; Actual: 87]

vendor/PatternLanguage/fuzz/README.md:57:81 error MD013/line-length Line length [Expected: 80; Actual: 98]


10 findings in QWEN.md

QWEN.md:1:81 error MD013/line-length Line length [Expected: 80; Actual: 156]

QWEN.md:1 error MD041/first-line-heading/first-line-h1 First line in a file should be a top-level heading [Context: "This document provides an over..."]

QWEN.md:5:81 error MD013/line-length Line length [Expected: 80; Actual: 438]

QWEN.md:9:1 error MD033/no-inline-html Inline HTML [Element: system-reminder]

QWEN.md:10:81 error MD013/line-length Line length [Expected: 80; Actual: 223]

QWEN.md:11:81 error MD013/line-length Line length [Expected: 80; Actual: 192]

QWEN.md:12:81 error MD013/line-length Line length [Expected: 80; Actual: 191]

QWEN.md:14:81 error MD013/line-length Line length [Expected: 80; Actual: 164]

QWEN.md:17:81 error MD013/line-length Line length [Expected: 80; Actual: 722]

QWEN.md:40:81 error MD013/line-length Line length [Expected: 80; Actual: 91]


5 findings in vendor/community-patterns/CONTRIBUTING.md

vendor/community-patterns/CONTRIBUTING.md:3:81 error MD013/line-length Line length [Expected: 80; Actual: 154]

vendor/community-patterns/CONTRIBUTING.md:4:81 error MD013/line-length Line length [Expected: 80; Actual: 174]

vendor/community-patterns/CONTRIBUTING.md:10:81 error MD013/line-length Line length [Expected: 80; Actual: 313]

vendor/community-patterns/CONTRIBUTING.md:11:81 error MD013/line-length Line length [Expected: 80; Actual: 92]

vendor/community-patterns/CONTRIBUTING.md:12:81 error MD013/line-length Line length [Expected: 80; Actual: 184]


5 findings in vendor/ImHex-Patterns/CONTRIBUTING.md

vendor/ImHex-Patterns/CONTRIBUTING.md:3:81 error MD013/line-length Line length [Expected: 80; Actual: 154]

vendor/ImHex-Patterns/CONTRIBUTING.md:4:81 error MD013/line-length Line length [Expected: 80; Actual: 174]

vendor/ImHex-Patterns/CONTRIBUTING.md:10:81 error MD013/line-length Line length [Expected: 80; Actual: 313]

vendor/ImHex-Patterns/CONTRIBUTING.md:11:81 error MD013/line-length Line length [Expected: 80; Actual: 92]

vendor/ImHex-Patterns/CONTRIBUTING.md:12:81 error MD013/line-length Line length [Expected: 80; Actual: 184]


4 findings in AGENTS.md

AGENTS.md:43 error MD036/no-emphasis-as-heading Emphasis used instead of a heading [Context: "TOOLS"]

AGENTS.md:53:81 error MD013/line-length Line length [Expected: 80; Actual: 101]

AGENTS.md:86:81 error MD013/line-length Line length [Expected: 80; Actual: 86]

AGENTS.md:141:81 error MD013/line-length Line length [Expected: 80; Actual: 86]


4 findings in remediation-prompt.md

remediation-prompt.md:114:81 error MD013/line-length Line length [Expected: 80; Actual: 89]

remediation-prompt.md:486 error MD040/fenced-code-language Fenced code blocks should have a language specified [Context: "```"]

remediation-prompt.md:496 error MD040/fenced-code-language Fenced code blocks should have a language specified [Context: "```"]

remediation-prompt.md:506 error MD040/fenced-code-language Fenced code blocks should have a language specified [Context: "```"]


3 findings in CLAUDE.md

CLAUDE.md:43 error MD036/no-emphasis-as-heading Emphasis used instead of a heading [Context: "TOOLS"]

CLAUDE.md:53:81 error MD013/line-length Line length [Expected: 80; Actual: 101]

CLAUDE.md:86:81 error MD013/line-length Line length [Expected: 80; Actual: 86]


3 findings in vendor/PatternLanguage/README.md

vendor/PatternLanguage/README.md:3:154 error MD033/no-inline-html Inline HTML [Element: br]

vendor/PatternLanguage/README.md:8:81 error MD013/line-length Line length [Expected: 80; Actual: 131]

vendor/PatternLanguage/README.md:39:81 error MD013/line-length Line length [Expected: 80; Actual: 175]


2 findings in vendor/community-patterns/patterns/DFIR/DFIR_README.md

vendor/community-patterns/patterns/DFIR/DFIR_README.md:1 error MD041/first-line-heading/first-line-h1 First line in a file should be a top-level heading [Context: "ImHex Pattern Files - Digital ..."]

vendor/community-patterns/patterns/DFIR/DFIR_README.md:5:81 error MD013/line-length Line length [Expected: 80; Actual: 97]


2 findings in vendor/ImHex-Patterns/patterns/DFIR/DFIR_README.md

vendor/ImHex-Patterns/patterns/DFIR/DFIR_README.md:1 error MD041/first-line-heading/first-line-h1 First line in a file should be a top-level heading [Context: "ImHex Pattern Files - Digital ..."]

vendor/ImHex-Patterns/patterns/DFIR/DFIR_README.md:5:81 error MD013/line-length Line length [Expected: 80; Actual: 97]
